period_id,project_id,planned_progress_pct,actual_progress_pct,planned_value,earned_value_schedule,planned_milestones,completed_milestones,overdue_milestones,forecast_finish_date,schedule_variance_pct,spi,milestone_completion_pct,schedule_delay_days,delivery_risk_flag
202507,51,0,0,0,0,1,1,0,2026-10-31,0,0.98,100.0,4,Low
202508,51,6.8,6.5,338000,319000,1,1,0,2026-11-06,-0.37,0.946,100.0,10,Low
202509,51,13.5,12.8,664000,631000,3,3,0,2026-11-06,-0.67,0.95,100.0,10,Low
202510,51,20.3,19.8,1002000,976000,4,4,0,2026-11-01,-0.53,0.974,100.0,5,Low
202511,51,26.9,26.7,1329000,1319000,5,5,0,2026-10-28,-0.19,0.993,100.0,1,Low
202512,51,33.8,32.0,1666000,1581000,7,7,0,2026-11-06,-1.73,0.949,100.0,10,Low
202601,51,40.6,39.5,2004000,1949000,8,8,0,2026-11-01,-1.11,0.973,100.0,5,Low
202602,51,46.8,45.7,2309000,2254000,9,9,0,2026-10-31,-1.12,0.976,100.0,4,Low
202603,51,53.6,53.0,2646000,2613000,11,11,0,2026-10-29,-0.66,0.988,100.0,2,Low
202604,51,60.3,56.9,2973000,2808000,12,11,1,2026-11-07,-3.34,0.945,91.7,11,Low
202605,51,67.1,63.5,3310000,3134000,13,12,1,2026-11-06,-3.58,0.947,92.3,10,Low
202606,51,73.7,71.6,3637000,3534000,15,15,0,2026-11-01,-2.09,0.972,100.0,5,Low
202607,51,80.6,76.4,3975000,3771000,16,15,1,2026-11-06,-4.13,0.949,93.8,10,Low
202608,51,87.4,84.8,4312000,4185000,17,16,1,2026-11-01,-2.57,0.971,94.1,5,Low
202609,51,94.0,91.5,4639000,4515000,19,18,1,2026-11-01,-2.52,0.973,94.7,5,Low
202610,51,100,99.3,4933000,4900000,20,20,0,2026-10-28,-0.66,0.993,100.0,1,Low
202611,51,100,98.1,4933000,4841000,20,20,0,2026-10-30,-1.86,0.981,100.0,3,Low
202612,51,100,96.4,4933000,4758000,20,19,1,2026-11-03,-3.55,0.964,95.0,7,Low
202501,52,0,0,0,0,1,1,0,2026-11-28,0,0.987,100.0,1,Low
202502,52,0,0,0,0,1,1,0,2026-11-27,0,0.996,100.0,0,Low
202503,52,0,0,0,0,1,1,0,2026-11-27,0,1.003,100.0,0,Low
202504,52,0,0,0,0,1,1,0,2026-11-27,0,1.015,100.0,0,Low
202505,52,0,0,0,0,1,1,0,2026-11-27,0,1.013,100.0,0,Low
202506,52,0,0,0,0,1,1,0,2026-11-29,0,0.98,100.0,2,Low
202507,52,0,0,0,0,1,1,0,2026-11-27,0,0.999,100.0,0,Low
202508,52,0,0,0,0,1,1,0,2026-11-29,0,0.984,100.0,2,Low
202509,52,0,0,0,0,1,1,0,2026-11-27,0,0.997,100.0,0,Low
202510,52,0,0,0,0,1,1,0,2026-11-29,0,0.982,100.0,2,Low
202511,52,0,0,0,0,1,1,0,2026-11-27,0,0.996,100.0,0,Low
202512,52,0,0,0,0,1,1,0,2026-11-27,0,1.002,100.0,0,Low
202601,52,0.3,0.3,33000,33000,1,1,0,2026-11-27,0.0,1.008,100.0,0,Low
202602,52,9.6,9.6,948000,948000,2,2,0,2026-11-27,0.01,1.001,100.0,0,Low
202603,52,19.9,19.5,1961000,1915000,4,4,0,2026-11-30,-0.46,0.977,100.0,3,Low
202604,52,29.9,29.5,2941000,2903000,6,6,0,2026-11-28,-0.39,0.987,100.0,1,Low
202605,52,40.2,39.3,3954000,3863000,8,8,0,2026-11-30,-0.93,0.977,100.0,3,Low
202606,52,50.2,50.2,4935000,4937000,10,10,0,2026-11-27,0.03,1.001,100.0,0,Low
202607,52,60.5,60.2,5948000,5923000,12,12,0,2026-11-27,-0.26,0.996,100.0,0,Low
202608,52,70.8,70.6,6961000,6944000,14,14,0,2026-11-27,-0.17,0.998,100.0,0,Low
202609,52,80.7,79.4,7941000,7810000,16,16,0,2026-11-29,-1.34,0.983,100.0,2,Low
202610,52,91.0,92.4,8955000,9085000,18,18,0,2026-11-27,1.33,1.015,100.0,0,Low
202611,52,100,97.9,9837000,9631000,20,20,0,2026-11-29,-2.09,0.979,100.0,2,Low
202612,52,100,100,9837000,9948000,20,20,0,2026-11-27,0,1.011,100.0,0,Low
202501,53,13.6,10.2,1159000,872000,3,2,1,2027-04-10,-3.36,0.752,66.7,91,High
202502,53,17.0,12.6,1452000,1079000,3,2,1,2027-04-13,-4.35,0.743,66.7,94,High
202503,53,20.8,15.4,1775000,1314000,4,3,1,2027-04-14,-5.39,0.74,75.0,95,High
202504,53,24.4,17.4,2089000,1485000,5,4,1,2027-04-25,-7.05,0.711,80.0,106,High
202505,53,28.2,20.4,2412000,1748000,6,4,2,2027-04-20,-7.77,0.725,66.7,101,High
202506,53,31.9,23.6,2726000,2019000,6,4,2,2027-04-14,-8.26,0.741,66.7,95,High
202507,53,35.7,25.9,3049000,2212000,7,5,2,2027-04-20,-9.79,0.726,71.4,101,High
202508,53,39.4,29.3,3373000,2506000,8,6,2,2027-04-13,-10.14,0.743,75.0,94,High
202509,53,43.1,31.5,3686000,2695000,9,7,2,2027-04-18,-11.6,0.731,77.8,99,High
202510,53,46.9,33.8,4010000,2891000,9,6,3,2027-04-21,-13.09,0.721,66.7,102,High
202511,53,50.5,36.7,4323000,3141000,10,7,3,2027-04-19,-13.83,0.726,70.0,100,High
202512,53,54.3,39.3,4647000,3365000,11,8,3,2027-04-20,-14.99,0.724,72.7,101,High
202601,53,58.1,41.3,4971000,3529000,12,9,3,2027-04-25,-16.86,0.71,75.0,106,High
202602,53,61.5,43.0,5263000,3680000,12,8,4,2027-04-29,-18.51,0.699,66.7,110,High
202603,53,65.3,44.0,5587000,3764000,13,9,4,2027-05-09,-21.32,0.674,69.2,120,High
202604,53,69.0,45.9,5900000,3922000,14,9,5,2027-05-12,-23.13,0.665,64.3,123,High
202605,53,72.8,48.9,6224000,4184000,15,10,5,2027-05-09,-23.86,0.672,66.7,120,High
202606,53,76.4,52.4,6537000,4483000,15,10,5,2027-05-04,-24.03,0.686,66.7,115,High
202607,53,80.2,53.0,6861000,4535000,16,11,5,2027-05-13,-27.2,0.661,68.8,124,High
202608,53,84.0,56.1,7185000,4795000,17,11,6,2027-05-11,-27.95,0.667,64.7,122,High
202609,53,87.7,58.6,7498000,5010000,18,12,6,2027-05-11,-29.1,0.668,66.7,122,High
202610,53,91.5,60.7,7822000,5193000,18,12,6,2027-05-12,-30.74,0.664,66.7,123,High
202611,53,95.1,65.3,8135000,5588000,19,13,6,2027-05-04,-29.78,0.687,68.4,115,High
202612,53,98.9,68.1,8459000,5821000,20,14,6,2027-05-03,-30.85,0.688,70.0,114,High
202501,54,20.8,16.0,690000,531000,4,3,1,2027-03-28,-4.8,0.769,75.0,91,High
202502,54,23.9,17.7,796000,590000,5,4,1,2027-04-08,-6.22,0.74,80.0,102,High
202503,54,27.5,20.6,914000,687000,5,4,1,2027-04-04,-6.83,0.751,80.0,98,High
202504,54,30.9,23.2,1028000,770000,6,4,2,2027-04-04,-7.75,0.749,66.7,98,High
202505,54,34.4,26.1,1145000,868000,7,5,2,2027-04-01,-8.34,0.758,71.4,95,High
202506,54,37.9,27.4,1259000,910000,8,6,2,2027-04-15,-10.5,0.723,75.0,109,High
202507,54,41.4,31.0,1377000,1032000,8,6,2,2027-04-04,-10.35,0.75,75.0,98,High
202508,54,44.9,32.3,1494000,1076000,9,6,3,2027-04-16,-12.59,0.72,66.7,110,High
202509,54,48.3,35.0,1608000,1165000,10,7,3,2027-04-14,-13.33,0.724,70.0,108,High
202510,54,51.9,38.2,1726000,1272000,10,7,3,2027-04-09,-13.64,0.737,70.0,103,High
202511,54,55.3,39.2,1839000,1305000,11,8,3,2027-04-20,-16.06,0.71,72.7,114,High
202512,54,58.8,42.2,1957000,1403000,12,9,3,2027-04-17,-16.66,0.717,75.0,111,High
202601,54,62.4,43.5,2074000,1447000,12,8,4,2027-04-25,-18.87,0.697,66.7,119,High
202602,54,65.6,50.7,2181000,1688000,13,10,3,2027-03-26,-14.82,0.774,76.9,89,High
202603,54,69.1,54.4,2298000,1808000,14,11,3,2027-03-21,-14.74,0.787,78.6,84,High
202604,54,72.5,59.7,2412000,1985000,15,12,3,2027-03-06,-12.84,0.823,80.0,69,Medium
202605,54,76.1,62.8,2530000,2089000,15,12,3,2027-03-05,-13.25,0.826,80.0,68,Medium
202606,54,79.5,68.2,2643000,2268000,16,14,2,2027-02-21,-11.29,0.858,87.5,56,Medium
202607,54,83.0,73.5,2761000,2444000,17,15,2,2027-02-10,-9.52,0.885,88.2,45,Medium
202608,54,86.5,78.6,2878000,2615000,17,15,2,2027-02-01,-7.93,0.908,88.2,36,Medium
202609,54,90.0,82.2,2992000,2733000,18,16,2,2027-01-30,-7.79,0.913,88.9,34,Medium
202610,54,93.5,86.2,3110000,2867000,19,18,1,2027-01-26,-7.31,0.922,94.7,30,Low
202611,54,96.9,91.8,3224000,3054000,19,18,1,2027-01-16,-5.1,0.947,94.7,20,Low
202612,54,100,93.6,3326000,3115000,20,19,1,2027-01-21,-6.36,0.936,95.0,25,Low
202501,55,0,0,0,0,1,1,0,2028-01-23,0,0.852,100.0,56,Medium
202502,55,0,0,0,0,1,1,0,2028-01-15,0,0.874,100.0,48,Medium
202503,55,0,0,0,0,1,1,0,2028-01-28,0,0.841,100.0,61,Medium
202504,55,0,0,0,0,1,1,0,2028-01-25,0,0.848,100.0,58,Medium
202505,55,0,0,0,0,1,1,0,2028-02-04,0,0.822,100.0,68,Medium
202506,55,0,0,0,0,1,1,0,2028-02-05,0,0.82,100.0,69,Medium
202507,55,0.7,0.6,9000,8000,1,1,0,2028-01-27,-0.11,0.843,100.0,60,Medium
202508,55,4.3,3.6,56000,47000,1,1,0,2028-01-31,-0.72,0.833,100.0,64,Medium
202509,55,7.8,6.4,102000,83000,2,2,0,2028-02-07,-1.46,0.814,100.0,71,Medium
202510,55,11.4,9.7,148000,125000,2,2,0,2028-01-27,-1.8,0.843,100.0,60,Medium
202511,55,15.0,12.3,194000,160000,3,2,1,2028-02-03,-2.63,0.824,66.7,67,Medium
202512,55,18.6,16.5,241000,214000,4,4,0,2028-01-09,-2.07,0.889,100.0,42,Medium
202601,55,22.2,20.3,288000,263000,4,4,0,2027-12-31,-1.93,0.913,100.0,33,Low
202602,55,25.5,23.4,330000,303000,5,5,0,2027-12-29,-2.1,0.918,100.0,31,Low
202603,55,29.1,26.9,377000,348000,6,6,0,2027-12-27,-2.23,0.923,100.0,29,Low
202604,55,32.6,30.7,423000,399000,7,7,0,2027-12-19,-1.86,0.943,100.0,21,Low
202605,55,36.2,34.5,470000,448000,7,7,0,2027-12-15,-1.68,0.954,100.0,17,Low
202606,55,39.7,39.3,515000,510000,8,8,0,2027-12-01,-0.4,0.99,100.0,3,Low
202607,55,43.3,42.9,562000,557000,9,9,0,2027-12-01,-0.43,0.99,100.0,3,Low
202608,55,47.0,46.5,609000,603000,9,9,0,2027-12-01,-0.47,0.99,100.0,3,Low
202609,55,50.5,50.0,655000,648000,10,10,0,2027-12-01,-0.5,0.99,100.0,3,Low
202610,55,54.1,53.5,702000,695000,11,11,0,2027-12-01,-0.54,0.99,100.0,3,Low
202611,55,57.6,57.0,747000,740000,12,12,0,2027-12-01,-0.58,0.99,100.0,3,Low
202612,55,61.2,60.6,794000,786000,12,12,0,2027-12-01,-0.61,0.99,100.0,3,Low
202501,56,0,0,0,0,1,1,0,2025-12-02,0,1.011,100.0,0,Low
202502,56,0,0,0,0,1,1,0,2025-12-02,0,1.004,100.0,0,Low
202503,56,8.9,9.1,44000,45000,2,2,0,2025-12-02,0.18,1.021,100.0,0,Low
202504,56,20.0,20.2,100000,101000,4,4,0,2025-12-02,0.18,1.009,100.0,0,Low
202505,56,31.5,31.1,157000,155000,6,6,0,2025-12-03,-0.39,0.988,100.0,1,Low
202506,56,42.6,42.5,213000,212000,9,9,0,2025-12-02,-0.11,0.997,100.0,0,Low
202507,56,54.1,54.7,270000,274000,11,11,0,2025-12-02,0.64,1.012,100.0,0,Low
202508,56,65.6,66.7,328000,334000,13,13,0,2025-12-02,1.19,1.018,100.0,0,Low
202509,56,76.7,77.9,383000,390000,15,15,0,2025-12-02,1.26,1.016,100.0,0,Low
202510,56,88.1,87.2,441000,436000,18,18,0,2025-12-03,-0.99,0.989,100.0,1,Low
202511,56,99.3,99.4,496000,497000,20,20,0,2025-12-02,0.11,1.001,100.0,0,Low
202512,56,100,100,500000,502000,20,20,0,2025-12-02,0,1.003,100.0,0,Low
202601,56,100,99.1,500000,496000,20,20,0,2025-12-03,-0.85,0.991,100.0,1,Low
202602,56,100,100,500000,506000,20,20,0,2025-12-02,0,1.012,100.0,0,Low
202603,56,100,98.8,500000,494000,20,20,0,2025-12-03,-1.21,0.988,100.0,1,Low
202604,56,100,98.6,500000,493000,20,20,0,2025-12-03,-1.36,0.986,100.0,1,Low
202605,56,100,100,500000,502000,20,20,0,2025-12-02,0,1.004,100.0,0,Low
202606,56,100,100,500000,507000,20,20,0,2025-12-02,0,1.015,100.0,0,Low
202607,56,100,100,500000,517000,20,20,0,2025-12-02,0,1.033,100.0,0,Low
202608,56,100,100,500000,501000,20,20,0,2025-12-02,0,1.003,100.0,0,Low
202609,56,100,100,500000,517000,20,20,0,2025-12-02,0,1.033,100.0,0,Low
202610,56,100,100,500000,502000,20,20,0,2025-12-02,0,1.004,100.0,0,Low
202611,56,100,100,500000,513000,20,20,0,2025-12-02,0,1.026,100.0,0,Low
202612,56,100,100,500000,503000,20,20,0,2025-12-02,0,1.007,100.0,0,Low
202501,57,52.1,53.4,2362000,2418000,10,10,0,2026-01-13,1.23,1.024,100.0,0,Low
202502,57,56.0,56.9,2537000,2578000,11,11,0,2026-01-13,0.9,1.016,100.0,0,Low
202503,57,60.3,61.6,2730000,2793000,12,12,0,2026-01-13,1.37,1.023,100.0,0,Low
202504,57,64.4,65.3,2918000,2959000,13,13,0,2026-01-13,0.9,1.014,100.0,0,Low
202505,57,68.7,70.6,3112000,3198000,14,14,0,2026-01-13,1.9,1.028,100.0,0,Low
202506,57,72.8,74.8,3299000,3386000,15,15,0,2026-01-13,1.93,1.026,100.0,0,Low
202507,57,77.1,79.6,3493000,3605000,15,15,0,2026-01-13,2.47,1.032,100.0,0,Low
202508,57,81.4,85.6,3686000,3879000,16,16,0,2026-01-13,4.24,1.052,100.0,0,Low
202509,57,85.5,90.3,3874000,4091000,17,17,0,2026-01-13,4.79,1.056,100.0,0,Low
202510,57,89.8,91.2,4068000,4132000,18,18,0,2026-01-13,1.42,1.016,100.0,0,Low
202511,57,93.9,98.6,4255000,4464000,19,19,0,2026-01-13,4.62,1.049,100.0,0,Low
202512,57,98.2,100,4449000,4616000,20,20,0,2026-01-13,1.79,1.038,100.0,0,Low
202601,57,100,100,4530000,4603000,20,20,0,2026-01-13,0,1.016,100.0,0,Low
202602,57,100,100,4530000,4691000,20,20,0,2026-01-13,0,1.036,100.0,0,Low
202603,57,100,100,4530000,4638000,20,20,0,2026-01-13,0,1.024,100.0,0,Low
202604,57,100,100,4530000,4595000,20,20,0,2026-01-13,0,1.014,100.0,0,Low
202605,57,100,100,4530000,4582000,20,20,0,2026-01-13,0,1.011,100.0,0,Low
202606,57,100,100,4530000,4733000,20,20,0,2026-01-13,0,1.045,100.0,0,Low
202607,57,100,100,4530000,4607000,20,20,0,2026-01-13,0,1.017,100.0,0,Low
202608,57,100,100,4530000,4672000,20,20,0,2026-01-13,0,1.031,100.0,0,Low
202609,57,100,100,4530000,4769000,20,20,0,2026-01-13,0,1.053,100.0,0,Low
202610,57,100,100,4530000,4676000,20,20,0,2026-01-13,0,1.032,100.0,0,Low
202611,57,100,100,4530000,4686000,20,20,0,2026-01-13,0,1.034,100.0,0,Low
202612,57,100,100,4530000,4662000,20,20,0,2026-01-13,0,1.029,100.0,0,Low
202501,58,0,0,0,0,1,1,0,2028-01-31,0,1.0,100.0,0,Low
202502,58,0,0,0,0,1,1,0,2028-01-31,0,1.011,100.0,0,Low
202503,58,0,0,0,0,1,1,0,2028-01-31,0,1.0,100.0,0,Low
202504,58,0,0,0,0,1,1,0,2028-02-04,0,0.987,100.0,4,Low
202505,58,0,0,0,0,1,1,0,2028-01-31,0,1.012,100.0,0,Low
202506,58,0,0,0,0,1,1,0,2028-01-31,0,1.003,100.0,0,Low
202507,58,0,0,0,0,1,1,0,2028-01-31,0,1.014,100.0,0,Low
202508,58,0,0,0,0,1,1,0,2028-01-31,0,1.003,100.0,0,Low
202509,58,0,0,0,0,1,1,0,2028-01-31,0,1.02,100.0,0,Low
202510,58,0,0,0,0,1,1,0,2028-01-31,0,1.022,100.0,0,Low
202511,58,2.9,3.0,246000,251000,1,1,0,2028-01-31,0.05,1.018,100.0,0,Low
202512,58,6.7,6.6,564000,556000,1,1,0,2028-02-05,-0.1,0.986,100.0,5,Low
202601,58,10.5,10.5,882000,876000,2,2,0,2028-02-02,-0.07,0.993,100.0,2,Low
202602,58,14.0,14.1,1169000,1183000,3,3,0,2028-01-31,0.16,1.012,100.0,0,Low
202603,58,17.8,17.4,1487000,1455000,4,4,0,2028-02-07,-0.39,0.978,100.0,7,Low
202604,58,21.4,21.4,1795000,1794000,4,4,0,2028-01-31,-0.01,0.999,100.0,0,Low
202605,58,25.2,24.7,2113000,2067000,5,5,0,2028-02-08,-0.55,0.978,100.0,8,Low
202606,58,28.9,28.3,2421000,2368000,6,6,0,2028-02-07,-0.63,0.978,100.0,7,Low
202607,58,32.7,32.5,2739000,2722000,7,7,0,2028-02-02,-0.21,0.994,100.0,2,Low
202608,58,36.5,35.8,3057000,2994000,7,7,0,2028-02-07,-0.76,0.979,100.0,7,Low
202609,58,40.2,39.6,3365000,3315000,8,8,0,2028-02-05,-0.59,0.985,100.0,5,Low
202610,58,44.0,44.3,3683000,3709000,9,9,0,2028-01-31,0.32,1.007,100.0,0,Low
202611,58,47.7,48.5,3991000,4057000,10,10,0,2028-01-31,0.79,1.017,100.0,0,Low
202612,58,51.5,50.3,4309000,4215000,10,10,0,2028-02-08,-1.12,0.978,100.0,8,Low
202501,59,0,0,0,0,1,1,0,2027-08-17,0,1.041,100.0,0,Low
202502,59,0,0,0,0,1,1,0,2027-08-17,0,1.046,100.0,0,Low
202503,59,0,0,0,0,1,1,0,2027-08-17,0,1.016,100.0,0,Low
202504,59,0,0,0,0,1,1,0,2027-08-17,0,1.041,100.0,0,Low
202505,59,0,0,0,0,1,1,0,2027-08-17,0,1.041,100.0,0,Low
202506,59,0,0,0,0,1,1,0,2027-08-17,0,1.01,100.0,0,Low
202507,59,0,0,0,0,1,1,0,2027-08-17,0,1.03,100.0,0,Low
202508,59,0,0,0,0,1,1,0,2027-08-17,0,1.013,100.0,0,Low
202509,59,0,0,0,0,1,1,0,2027-08-17,0,1.021,100.0,0,Low
202510,59,3.1,3.2,39000,39000,1,1,0,2027-08-17,0.05,1.017,100.0,0,Low
202511,59,7.5,7.7,94000,96000,2,2,0,2027-08-17,0.17,1.023,100.0,0,Low
202512,59,12.1,12.3,151000,153000,2,2,0,2027-08-17,0.15,1.012,100.0,0,Low
202601,59,16.7,17.3,208000,215000,3,3,0,2027-08-17,0.58,1.035,100.0,0,Low
202602,59,20.9,21.0,260000,261000,4,4,0,2027-08-17,0.14,1.007,100.0,0,Low
202603,59,25.4,25.5,317000,318000,5,5,0,2027-08-17,0.09,1.003,100.0,0,Low
202604,59,29.9,29.6,372000,369000,6,6,0,2027-08-19,-0.27,0.991,100.0,2,Low
202605,59,34.5,35.2,429000,439000,7,7,0,2027-08-17,0.76,1.022,100.0,0,Low
202606,59,38.9,39.3,484000,489000,8,8,0,2027-08-17,0.38,1.01,100.0,0,Low
202607,59,43.5,44.8,541000,558000,9,9,0,2027-08-17,1.3,1.03,100.0,0,Low
202608,59,48.1,49.9,599000,622000,10,10,0,2027-08-17,1.85,1.038,100.0,0,Low
202609,59,52.5,52.7,654000,657000,11,11,0,2027-08-17,0.23,1.004,100.0,0,Low
202610,59,57.1,59.3,711000,738000,11,11,0,2027-08-17,2.18,1.038,100.0,0,Low
202611,59,61.5,63.4,766000,789000,12,12,0,2027-08-17,1.87,1.03,100.0,0,Low
202612,59,66.1,67.4,823000,840000,13,13,0,2027-08-17,1.32,1.02,100.0,0,Low
202501,60,37.0,35.8,3947000,3820000,7,7,0,2026-07-08,-1.19,0.968,100.0,11,Low
202502,60,40.5,39.4,4314000,4199000,8,8,0,2026-07-06,-1.08,0.973,100.0,9,Low
202503,60,44.3,43.1,4721000,4597000,9,9,0,2026-07-06,-1.16,0.974,100.0,9,Low
202504,60,48.0,47.8,5114000,5093000,10,10,0,2026-06-28,-0.2,0.996,100.0,1,Low
202505,60,51.8,49.3,5521000,5255000,10,10,0,2026-07-14,-2.49,0.952,100.0,17,Low
202506,60,55.5,54.7,5914000,5832000,11,11,0,2026-07-02,-0.77,0.986,100.0,5,Low
202507,60,59.3,56.8,6321000,6056000,12,11,1,2026-07-12,-2.48,0.958,91.7,15,Low
202508,60,63.1,62.9,6727000,6707000,13,13,0,2026-06-28,-0.19,0.997,100.0,1,Low
202509,60,66.8,66.1,7120000,7043000,13,13,0,2026-06-30,-0.73,0.989,100.0,3,Low
202510,60,70.6,67.8,7527000,7230000,14,13,1,2026-07-11,-2.78,0.961,92.9,14,Low
202511,60,74.3,72.8,7920000,7765000,15,15,0,2026-07-04,-1.46,0.98,100.0,7,Low
202512,60,78.1,76.3,8327000,8135000,16,16,0,2026-07-05,-1.8,0.977,100.0,8,Low
202601,60,81.9,79.8,8733000,8507000,16,16,0,2026-07-06,-2.13,0.974,100.0,9,Low
202602,60,85.4,83.5,9101000,8898000,17,17,0,2026-07-05,-1.9,0.978,100.0,8,Low
202603,60,89.2,86.6,9507000,9230000,18,17,1,2026-07-07,-2.6,0.971,94.4,10,Low
202604,60,92.9,91.7,9900000,9778000,19,19,0,2026-07-01,-1.15,0.988,100.0,4,Low
202605,60,96.7,92.5,10307000,9863000,19,18,1,2026-07-12,-4.16,0.957,94.7,15,Low
202606,60,100,96.3,10661000,10268000,20,19,1,2026-07-10,-3.68,0.963,95.0,13,Low
202607,60,100,99.2,10661000,10581000,20,20,0,2026-06-29,-0.75,0.992,100.0,2,Low
202608,60,100,98.5,10661000,10497000,20,20,0,2026-07-02,-1.54,0.985,100.0,5,Low
202609,60,100,97.0,10661000,10336000,20,19,1,2026-07-08,-3.05,0.97,95.0,11,Low
202610,60,100,96.7,10661000,10313000,20,19,1,2026-07-08,-3.26,0.967,95.0,11,Low
202611,60,100,95.9,10661000,10227000,20,19,1,2026-07-11,-4.07,0.959,95.0,14,Low
202612,60,100,98.0,10661000,10448000,20,20,0,2026-07-04,-2.0,0.98,100.0,7,Low
202501,61,0,0,0,0,1,1,0,2027-05-03,0,1.0,100.0,0,Low
202502,61,0,0,0,0,1,1,0,2027-05-12,0,0.974,100.0,9,Low
202503,61,3.5,3.5,154000,150000,1,1,0,2027-05-11,-0.08,0.977,100.0,8,Low
202504,61,7.3,7.1,319000,307000,1,1,0,2027-05-16,-0.27,0.963,100.0,13,Low
202505,61,11.3,11.1,489000,481000,2,2,0,2027-05-08,-0.18,0.984,100.0,5,Low
202506,61,15.0,14.5,654000,629000,3,3,0,2027-05-16,-0.58,0.961,100.0,13,Low
202507,61,19.0,18.8,824000,817000,4,4,0,2027-05-05,-0.16,0.992,100.0,2,Low
202508,61,22.9,21.9,994000,951000,5,5,0,2027-05-18,-0.99,0.957,100.0,15,Low
202509,61,26.7,26.1,1159000,1133000,5,5,0,2027-05-11,-0.61,0.977,100.0,8,Low
202510,61,30.6,29.5,1330000,1283000,6,6,0,2027-05-15,-1.06,0.965,100.0,12,Low
202511,61,34.4,33.6,1494000,1460000,7,7,0,2027-05-11,-0.8,0.977,100.0,8,Low
202512,61,38.3,36.3,1665000,1578000,8,8,0,2027-05-21,-2.0,0.948,100.0,18,Low
202601,61,42.2,40.3,1835000,1751000,8,8,0,2027-05-19,-1.92,0.954,100.0,16,Low
202602,61,45.8,43.7,1989000,1900000,9,9,0,2027-05-18,-2.06,0.955,100.0,15,Low
202603,61,49.7,48.9,2159000,2124000,10,10,0,2027-05-08,-0.82,0.984,100.0,5,Low
202604,61,53.5,51.2,2324000,2226000,11,11,0,2027-05-18,-2.26,0.958,100.0,15,Low
202605,61,57.4,54.0,2494000,2347000,11,10,1,2027-05-24,-3.4,0.941,90.9,21,Low
202606,61,61.2,58.5,2659000,2542000,12,11,1,2027-05-18,-2.7,0.956,91.7,15,Low
202607,61,65.1,63.7,2830000,2768000,13,13,0,2027-05-10,-1.43,0.978,100.0,7,Low
202608,61,69.0,66.2,3000000,2878000,14,13,1,2027-05-17,-2.79,0.96,92.9,14,Low
202609,61,72.8,71.0,3165000,3085000,15,15,0,2027-05-11,-1.84,0.975,100.0,8,Low
202610,61,76.7,75.5,3335000,3281000,15,15,0,2027-05-08,-1.25,0.984,100.0,5,Low
202611,61,80.5,78.5,3500000,3413000,16,16,0,2027-05-11,-1.99,0.975,100.0,8,Low
202612,61,84.5,82.0,3670000,3564000,17,17,0,2027-05-13,-2.45,0.971,100.0,10,Low
202501,62,41.6,40.9,7830000,7705000,8,8,0,2026-04-26,-0.66,0.984,100.0,5,Low
202502,62,45.3,46.7,8521000,8789000,9,9,0,2026-04-21,1.42,1.031,100.0,0,Low
202503,62,49.3,49.7,9287000,9348000,10,10,0,2026-04-21,0.33,1.007,100.0,0,Low
202504,62,53.3,52.7,10028000,9919000,11,11,0,2026-04-24,-0.58,0.989,100.0,3,Low
202505,62,57.3,56.6,10794000,10662000,11,11,0,2026-04-25,-0.7,0.988,100.0,4,Low
202506,62,61.3,60.7,11535000,11423000,12,12,0,2026-04-24,-0.59,0.99,100.0,3,Low
202507,62,65.4,66.3,12300000,12478000,13,13,0,2026-04-21,0.94,1.014,100.0,0,Low
202508,62,69.4,69.4,13066000,13057000,14,14,0,2026-04-21,-0.05,0.999,100.0,0,Low
202509,62,73.4,72.9,13807000,13727000,15,15,0,2026-04-22,-0.42,0.994,100.0,1,Low
202510,62,77.4,78.0,14573000,14684000,15,15,0,2026-04-21,0.59,1.008,100.0,0,Low
202511,62,81.4,83.5,15314000,15715000,16,16,0,2026-04-21,2.13,1.026,100.0,0,Low
202512,62,85.4,86.4,16079000,16269000,17,17,0,2026-04-21,1.01,1.012,100.0,0,Low
202601,62,89.5,88.6,16845000,16677000,18,18,0,2026-04-24,-0.89,0.99,100.0,3,Low
202602,62,93.2,91.8,17537000,17270000,19,19,0,2026-04-26,-1.42,0.985,100.0,5,Low
202603,62,97.2,95.7,18302000,18003000,19,19,0,2026-04-26,-1.59,0.984,100.0,5,Low
202604,62,100,99.9,18821000,18802000,20,20,0,2026-04-21,-0.1,0.999,100.0,0,Low
202605,62,100,98.4,18821000,18525000,20,20,0,2026-04-26,-1.57,0.984,100.0,5,Low
202606,62,100,100,18821000,19273000,20,20,0,2026-04-21,0,1.024,100.0,0,Low
202607,62,100,100,18821000,19061000,20,20,0,2026-04-21,0,1.013,100.0,0,Low
202608,62,100,99.5,18821000,18729000,20,20,0,2026-04-22,-0.49,0.995,100.0,1,Low
202609,62,100,100,18821000,18906000,20,20,0,2026-04-21,0,1.004,100.0,0,Low
202610,62,100,100,18821000,19332000,20,20,0,2026-04-21,0,1.027,100.0,0,Low
202611,62,100,99.0,18821000,18634000,20,20,0,2026-04-24,-0.99,0.99,100.0,3,Low
202612,62,100,98.8,18821000,18598000,20,20,0,2026-04-25,-1.19,0.988,100.0,4,Low
202501,63,4.3,4.3,400000,397000,1,1,0,2027-01-31,-0.03,0.992,100.0,2,Low
202502,63,8.0,8.1,739000,747000,2,2,0,2027-01-29,0.09,1.011,100.0,0,Low
